% 1. Title: Tweet NLP Database
% 
% 2. Sources:
%      (a) Creator: Y. Kang and Z. Wang
%      (b) Date: Feb, 2016
@RELATION NLP_project

@ATTRIBUTE first_person_pronouns  NUMERIC
@ATTRIBUTE second_person_pronouns  NUMERIC
@ATTRIBUTE third_person_pronouns  NUMERIC
@ATTRIBUTE coordinating_conjunctions  NUMERIC
@ATTRIBUTE past_tense_verbs  NUMERIC
@ATTRIBUTE future_tense_verbs  NUMERIC
@ATTRIBUTE commas  NUMERIC
@ATTRIBUTE colons_and_semicolons  NUMERIC
@ATTRIBUTE dashes  NUMERIC
@ATTRIBUTE parentheses  NUMERIC
@ATTRIBUTE ellipses  NUMERIC
@ATTRIBUTE common_nouns  NUMERIC
@ATTRIBUTE proper_nouns  NUMERIC
@ATTRIBUTE adverbs  NUMERIC
@ATTRIBUTE wh_words  NUMERIC
@ATTRIBUTE modern_slang_acroynms  NUMERIC
@ATTRIBUTE all_upper_case_words  NUMERIC
@ATTRIBUTE avg_sentence_len NUMERIC
@ATTRIBUTE avg_token_len NUMERIC
@ATTRIBUTE n_sentences NUMERIC
@ATTRIBUTE tclass {0, 4}

@DATA 
1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,9.0,4.5,1,0
2,0,1,1,0,0,0,0,0,0,1,5,0,0,0,0,1,12.0,3.75,1,0
0,0,1,1,3,1,2,0,0,0,1,4,6,4,0,0,1,13.5,4.48,2,0
0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,8.0,6.14285714286,1,0
0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,8.0,5.42857142857,1,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,3.66666666667,1,0
1,0,0,1,0,0,2,0,0,0,0,2,0,1,0,0,1,6.5,5.2,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,3.0,1,0
0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4.0,4.33333333333,1,0
1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,7.0,4.71428571429,1,0
0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,7.0,4.33333333333,1,0
3,0,2,2,2,0,0,0,0,0,0,6,0,2,0,0,0,12.5,4.29166666667,2,0
0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,4.0,4.0,3,0
3,1,0,0,2,0,0,0,0,0,1,7,0,1,0,0,0,5.2,4.04545454545,5,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,6.0,3.5,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,6.5,1,0
1,0,1,0,1,0,0,0,0,0,0,6,0,0,0,0,0,7.0,4.31578947368,3,0
2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,8.0,3.625,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6.0,4.4,1,0
1,1,1,2,0,0,0,0,0,0,0,9,0,1,0,0,1,7.5,3.85185185185,4,0
0,0,0,1,0,0,0,0,1,0,1,6,0,1,1,0,1,8.0,4.625,2,0
1,0,0,1,0,1,0,0,0,0,0,4,0,0,0,0,0,11.0,4.4,1,0
1,0,0,0,0,0,1,1,0,2,1,7,0,2,0,0,4,4.0,4.35294117647,5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5.0,3.6,1,0
1,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,13.0,3.38461538462,1,0
1,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,3,11.0,5.45454545455,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,12.0,4.36363636364,1,0
0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,6.0,3.33333333333,1,0
2,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,8.66666666667,4.13043478261,3,0
1,0,0,0,2,0,1,0,0,0,0,4,0,2,1,0,0,7.5,5.07692307692,2,0
3,0,1,2,0,0,0,0,0,0,0,6,0,2,1,0,0,13.0,4.45833333333,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3.0,3.66666666667,1,0
1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,7.0,4.0,1,0
1,1,0,0,1,0,0,1,0,0,0,4,3,0,0,0,0,6.66666666667,5.29411764706,3,0
1,0,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,3.5,4.55555555556,4,0
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,4.2,1,0
0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,3,8.0,4.13333333333,2,0
1,0,1,1,0,0,0,0,0,0,2,5,0,1,0,0,1,14.0,5.14285714286,1,0
3,0,0,1,1,0,0,0,0,0,2,6,0,2,0,0,3,8.0,3.68181818182,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6.0,4.83333333333,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3.0,4.0,1,0
1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6.0,3.90909090909,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,7.5,1,0
0,0,1,1,0,0,0,0,0,0,0,2,0,4,0,0,1,8.5,4.0,2,0
1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,4.0,3.5,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4.5,4.42857142857,2,0
1,0,0,1,0,0,0,0,0,0,0,4,1,0,0,0,0,12.0,3.91666666667,1,0
2,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,1,13.0,4.0,1,0
